frequency_rank,character,pinyin,pinyin_alternates,common_word_1,common_word_1_pinyin,common_word_1_definition,common_word_2,common_word_2_pinyin,common_word_2_definition,definition,radical,radical_code,stroke_count,hsk_level,general_standard_num,traditional_character,same_simp_trad,alternate_characters
7206,貏,bǐ,,,,,,,,,豸,153.8,15,,,,True,
7207,違,wéi,,,,,,,,"disobey, violate, defy; be apart from",辵,162.9,12,,,,True,
7208,鄉,xiāng,,,,,,,,country; rural; village,邑,163.9,11,,,,True,
7209,闅,wén,,,,,,,,,門,169.9,17,,,,True,
7210,闊,kuò,,,,,,,,"broad, ample, wide; be apart",門,169.9,17,,,,True,
7211,頂,dǐng,,,,,,,,"top, peak; carry on head; very",頁,181.2,11,,,,True,
7212,飢,jī,,,,,,,,"hunger, starving; hungry; a famine",食,184.2,10,,,,True,
7213,驅,qū,,,,,,,,"spur a horse on; expel, drive away",馬,187.11,21,,,,True,
7214,魚,yú,,,,,,,,fish; surname; KangXi radical 195,魚,195.0,11,,,,True,
7215,鳉,jiāng,,,,,,,,name of fish,魚,195.9,17,,7968.0,鱂,False,鱂
7216,鴱,ài,,,,,,,,,鳥,196.6,16,,,,True,
7217,鶎,zun,,,,,,,,,鳥,196.8,19,,,,True,
7218,黴,méi,,,,,,,,"mold, mildew; bacteria, fungi",黑,203.11,23,,,,True,
7219,祼,guàn,,,,,,,,libation,示,113.8,12,,7446.0,,True,
7220,鬛,liè,,,,,,,,variant of,髟,190.12,22,,,,True,
7221,镈,bó,,,,,,,,"large bell; hoe, spade",金,167.1,15,,7786.0,鎛,False,鎛
7222,瞓,shuì,,,,,,,,to sleep,目,109.1,15,,,,True,
7223,罶,liǔ,,,,,,,,fishing trap,网,122.1,15,,7779.0,,True,
7224,羑,yǒu,,,,,,,,a guide to goodness,羊,123.3,9,,4320.0,,True,
7225,黉,hóng,,,,,,,,school,黃,201.5,16,,7912.0,黌,False,黌
7226,霚,wù,,,,,,,,,雨,173.9,17,,,,True,
7227,笹,ti,,,,,,,,small bamboo,竹,118.5,11,,,,True,
7228,郐,kuài,,,,,,,,,邑,163.6,8,,6706.0,鄶,False,鄶
7229,溻,tā,,,,,,,,wet,水,85.1,13,,5575.0,,True,
7230,骯,āng,,,,,,,,dirty,骨,188.4,13,,,,True,
7231,礡,bó,,,,,,,,"fill, extend",石,112.14,18,,,,True,
7232,袉,tuó,,,,,,,,,衣,145.5,10,,,,True,
7233,訚,yín,,,,,,,,speak gently; respectful,言,149.3,10,,4631.0,誾,False,誾
7234,谉,shěn,,,,,,,,,言,149.8,10,,,讅,False,讅
7235,莛,tíng,,,,,,,,"stalks of grasses, etc.",艸,140.7,9,,4117.0,,True,
7236,哕,huì,,,,,,,,belch; vomit,口,30.6,9,,4215.0,噦,False,噦
7237,滗,bì,,,,,,,,drain,水,85.1,13,,5577.0,潷,False,潷
7238,瀹,yuè,,,,,,,,"to boil; to wash, to cleanse, to soak",水,85.17,20,,8067.0,,True,
7239,鏰,bèng,,,,,,,,"coin, money",金,167.11,19,,,,True,
7240,稃,fū,,,,,,,,,禾,115.7,12,,5203.0,,True,
7241,眰,diè,,,,,,,,,目,109.6,11,,,,True,
7242,眳,míng,,,,,,,,,目,109.6,11,,,,True,
7243,矞,yù,,,,,,,,"bore with awl; bright, charming",矛,110.7,12,,7455.0,,True,
7244,硚,qiáo,,,,,,,,,石,112.12,11,,7148.0,礄,False,礄
7245,禋,yīn,,,,,,,,offer sacrifice; sacrifice,示,113.9,13,,7604.0,,True,
7246,翀,chōng,,,,,,,,fly upward,羽,124.4,10,,7090.0,,True,
7247,苾,bì,,,,,,,,"smell, fragrance, aroma",艸,140.5,8,,6661.0,,True,
7248,襕,lán,,,,,,,,,衣,145.12,17,,7972.0,襴,False,襴
7249,趥,qiū,,,,,,,,,走,156.9,16,,,,True,
7250,茺,chōng,,,,,,,,,艸,140.6,9,,6790.0,,True,
7251,軿,píng,,,,,,,,curtained carriage used by women,車,159.6,13,,,,True,
7252,逌,yōu,,,,,,,,please; smiling; complacent,辵,162.7,10,,,,True,
7253,唪,fěng,,,,,,,,"to recite, to intone or chant",口,30.8,11,,7155.0,,True,
7254,庳,bì,,,,,,,,a low-built house,广,53.8,11,,7222.0,,True,
7255,殪,yì,,,,,,,,"die; kill, exterminate",歹,78.12,16,,6075.0,,True,
7256,隃,shù,,,,,,,,to exceed; a state in Shanxi province,阜,170.9,11,,7261.0,,True,
7257,糈,xǔ,,,,,,,,sacrificial rice; rations; pay,米,119.9,15,,7808.0,,True,
7258,鲄,hé,,,,,,,,,魚,195.5,13,,,魺,False,魺
7259,龜,guī,,,,,,,,turtle or tortoise; cuckold,龜,213.0,17,,,,True,
7260,碕,qí,,,,,,,,"a cape, spit, promontory",石,112.8,13,,,,True,
7261,鲣,jiān,,,,,,,,"skipjack, bonito",魚,195.7,15,,5971.0,鰹,False,鰹
7262,綎,tīng,,,,,,,,silk braided cord,糸,120.7,12,,,,True,
7263,栝,guā,,,,,,,,,木,75.6,10,,4456.0,,True,
7264,轵,zhǐ,,,,,,,,end of axle; divergent,車,159.5,9,,6815.0,軹,False,軹
7265,雔,chóu,,,,,,,,,隹,172.8,16,,,,True,
7266,頠,wěi,,,,,,,,quiet,頁,181.6,15,,,,True,
7267,穈,méi,,,,,,,,millet,禾,115.11,16,,,,True,
7268,翃,hóng,,,,,,,,fly,羽,124.4,10,,6974.0,,True,
7269,膭,guī,,,,,,,,,肉,130.12,16,,,,True,
7270,衒,xuàn,,,,,,,,"brag; show off, promote oneself",行,144.5,11,,7202.0,,True,
7271,盇,hé,,,,,,,,why not? would it not be better to?,皿,108.4,9,,,,True,
7272,礦,kuàng,,,,,,,,"mine; mineral, ore",石,112.15,19,,,,True,
7273,譢,suì,,,,,,,,,言,149.13,19,,,,True,
7274,鳰,ru,,,,,,,,,鳥,196.2,13,,,,True,
7275,遞,dì,,,,,,,,"hand over, deliver; substitute",辵,162.1,13,,,,True,
7276,鴫,tian,,,,,,,,a snipe,鳥,196.5,16,,,,True,
7277,笟,gū,,,,,,,,,竹,118.5,11,,,,True,
7278,莾,mǎng,,,,,,,,,艸,140.8,11,,,,True,
7279,蒼,cāng,,,,,,,,blue; green,艸,140.1,13,,,,True,
7280,蟬,chán,,,,,,,,cicada; continuous,虫,142.12,18,,,,True,
7281,袑,shào,,,,,,,,,衣,145.5,10,,,,True,
7282,訒,rèn,,,,,,,,"hesitate to say, reluctant to speak",言,149.3,10,,,,True,
7283,講,jiǎng,,,,,,,,explain; discuss; talk,言,149.1,17,,,,True,
7284,讝,zhán,,,,,,,,,言,149.2,26,,,,True,
7285,購,gòu,,,,,,,,"buy, purchase; hire",貝,154.1,17,,,,True,
7286,趕,gǎn,,,,,,,,"pursue, follow; expel, drive away",走,156.7,14,,,,True,
7287,鈧,kàng,,,,,,,,scandium,金,167.4,12,,,,True,
7288,鈩,lu,,,,,,,,"fireplace, stove, oven, furnace",金,167.4,12,,,,True,
7289,閃,shǎn,,,,,,,,"flash; avoid, dodge, evade",門,169.2,10,,,,True,
7290,閷,shài,,,,,,,,,門,169.9,16,,,,True,
7291,頉,yí,,,,,,,,cheeks; jaw; chin; rear; nourish,頁,181.3,13,,,,True,
7292,髤,xiū,,,,,,,,,髟,190.4,14,,,,True,
7293,龤,xié,,,,,,,,to harmonize; to accord with; to agree,龠,214.9,26,,,,True,
7294,薿,nǐ,,,,,,,,flower,艸,140.14,17,,7923.0,,True,
7295,鱥,guì,,,,,,,,,魚,195.13,24,,,,True,
7296,觝,dǐ,,,,,,,,"gore, butt; resist; push",角,148.5,12,,,,True,
7297,鮻,suō,,,,,,,,dace; Canton dace,魚,195.7,18,,,,True,
7298,鳤,guǎn,,,,,,,,,魚,195.14,22,,8096.0,䲘,False,䲘
7299,穉,zhì,,,,,,,,"young grain; young, tender",禾,115.12,17,,,,True,
7300,觱,bì,,,,,,,,tartar horn; chilly wind,角,148.9,16,,7849.0,,True,
7301,轘,huán,,,,,,,,tear asunder between chariots,車,159.13,20,,,,True,
7302,鐓,duì,,,,,,,,ferrule; castrate,金,167.12,20,,,,True,
7303,筘,kòu,,,,,,,,,竹,118.6,12,,7388.0,,True,
7304,鲝,zhǎ,,,,,,,,,魚,195.6,14,,7719.0,鮺,False,鮺
7305,睏,kùn,,,,,,,,"be tired, sleepy",目,109.7,12,,,,True,
7306,蔸,dōu,,,,,,,,counter for plant,艸,140.11,14,,5650.0,,True,
7307,镚,bèng,,,,,,,,small coin,金,167.11,16,,6115.0,鏰,False,鏰
7308,痦,wù,,,,,,,,,疒,104.7,12,,5255.0,,True,
7309,秵,yīn,,,,,,,,,禾,115.6,11,,,,True,
7310,臎,cuì,,,,,,,,,肉,130.14,18,,,,True,
7311,葴,zhēn,,,,,,,,,艸,140.9,12,,7306.0,,True,
7312,蝟,wèi,,,,,,,,hedgehog,虫,142.9,15,,,,True,
7313,訂,dìng,,,,,,,,draw up agreement; arrange,言,149.2,9,,,,True,
7314,泖,mǎo,,,,,,,,still waters; river in Jiangsu,水,85.5,8,,4018.0,,True,
7315,骟,shàn,,,,,,,,"geld, castrate",馬,187.1,13,,5619.0,騸,False,騸
7316,锽,huáng,,,,,,,,weapon,金,167.9,14,,7681.0,鍠,False,鍠
7317,犋,jù,,,,,,,,,牛,93.8,12,,5198.0,,True,
7318,眵,chī,,,,,,,,eyes diseased and dim,目,109.6,11,,4815.0,,True,
7319,耩,jiǎng,,,,,,,,to plough. to sow,耒,127.1,16,,6026.0,,True,
7320,筢,pá,,,,,,,,rake,竹,118.7,13,,5501.0,,True,
7321,躔,chán,,,,,,,,"follow in, imitate; rut, path",足,157.15,22,,8093.0,,True,
7322,鬏,jiū,,,,,,,,a coiffure on top of the head,髟,190.9,19,,6366.0,,True,
7323,黪,cǎn,,,,,,,,grey black,黑,203.8,20,,6434.0,黲,False,黲
7324,䞍,qíng,,,,,,,,(simplified form of,,,15,,,䝼,False,䝼
7325,祔,fù,,,,,,,,,示,113.5,9,,,,True,
7326,箠,chuí,,,,,,,,horse whip; flog,竹,118.8,14,,,,True,
7327,舲,líng,,,,,,,,small boat with windows; houseboat,舟,137.5,11,,7204.0,,True,
7328,蒷,yún,,,,,,,,,艸,140.1,13,,,,True,
7329,蜺,ní,,,,,,,,reflection of rainbow,虫,142.8,14,,,,True,
7330,襢,tǎn,,,,,,,,strip; lay bare; bared; naked,衣,145.13,18,,,,True,
7331,謺,zhé,,,,,,,,,言,149.11,18,,,,True,
7332,劐,huō,,,,,,,,destroy,刀,18.14,15,,7755.0,,True,
7333,貯,zhù,,,,,,,,"store, stockpile, hoard",貝,154.5,12,,,,True,
7334,搋,chuāi,,,,,,,,to thump,手,64.1,13,,5357.0,,True,
7335,醊,zhuì,,,,,,,,to pour wine in a libation,酉,164.8,15,,,,True,
7336,廒,áo,,,,,,,,a granary,广,53.11,13,,7571.0,,True,
7337,洚,jiàng,,,,,,,,a flood,水,85.6,9,,6892.0,,True,
7338,胲,hǎi,,,,,,,,,肉,130.6,10,,7032.0,,True,
7339,韥,dú,,,,,,,,,韋,178.15,24,,,,True,
7340,饘,zhān,,,,,,,,gruel,食,184.13,21,,,,True,
7341,馂,jùn,,,,,,,,leftovers,食,184.7,10,,,餕,False,餕
7342,筅,xiǎn,,,,,,,,bamboo brush; halberd,竹,118.6,12,,7391.0,,True,
7343,鳆,fù,,,,,,,,abalone,魚,195.9,17,,,鰒,False,鰒
7344,鲊,zhǎ,,,,,,,,minced and salted fish; to preserve,魚,195.5,13,,7558.0,鮓,False,鮓
7345,麗,lì,,,,,,,,"beautiful, magnificent, elegant",鹿,198.8,19,,,,True,
7346,篸,cǎn,,,,,,,,"a basket, hod, scuttle; a hairclasp",竹,118.11,17,,,,True,
7347,腄,chuí,,,,,,,,,肉,130.8,12,,,,True,
7348,臑,nào,,,,,,,,soft,肉,130.14,18,,8013.0,,True,
7349,诐,bì,,,,,,,,argue; biased; one-sided,言,149.5,7,,6628.0,詖,False,詖
7350,仳,pǐ,,,,,,,,"separate, part company",人,9.4,6,,6537.0,,True,
7351,趩,chì,,,,,,,,,走,156.12,18,,,,True,
7352,篩,shāi,,,,,,,,"sieve, filter, screen; sift",竹,118.1,16,,,,True,
7353,簾,lián,,,,,,,,"a blind, screen, curtain",竹,118.13,19,,,,True,
7354,絪,yīn,,,,,,,,matting; coverlet; cloudy,糸,120.6,12,,,,True,
7355,绹,táo,,,,,,,,"to braid, twist; twisted or braided",糸,120.8,11,,7277.0,綯,False,綯
7356,膵,cuì,,,,,,,,pancreas,肉,130.12,15,,,,True,
7357,蕗,lù,,,,,,,,leucacene,艸,140.12,16,,7842.0,,True,
7358,蝘,yǎn,,,,,,,,"gecko, kind of cicada",虫,142.9,15,,7773.0,,True,
7359,袠,zhì,,,,,,,,book cover; satchel or bag,衣,145.5,11,,,,True,
7360,賸,shèng,,,,,,,,"leftovers, residue, remains",貝,154.1,17,,,,True,
7361,葙,xiāng,,,,,,,,feather cockscomb (Celosia argentea),艸,140.9,12,,7304.0,,True,
7362,遊,yóu,,,,,,,,"wander, roam, travel",辵,162.9,12,,,,True,
7363,饑,jī,,,,,,,,"starve, be hungry; famine",食,184.12,20,,,,True,
7364,驀,mò,,,,,,,,"suddenly, quickly, abruptly",馬,187.11,20,,,,True,
7365,祪,guǐ,,,,,,,,,示,113.6,10,,,,True,
7366,禘,dì,,,,,,,,imperial ancestor worship,示,113.9,13,,7606.0,,True,
7367,臺,tái,,,,,,,,"tower, lookout; stage, platform",至,133.8,14,,,,True,
7368,菍,niè,,,,,,,,,艸,140.8,11,,7129.0,,True,
7369,髒,zāng,,,,,,,,dirty; firm; fat,骨,188.13,21,,,,True,
7370,軸,zhóu,,,,,,,,"axle, axletree; pivot; axis",車,159.5,12,,,,True,
7371,釘,dīng,,,,,,,,"nail, spike; pursue closely",金,167.2,10,,,,True,
7372,頃,qǐng,,,,,,,,a moment; a measure of area equal to 100 mu or 6.7 hectares; to lean,頁,181.2,11,,,,True,
7373,仉,zhǎng,,,,,,,,surname of the mother of Mencius,人,9.2,4,,3516.0,,True,
7374,氕,piē,,,,,,,,"hydrogen-1, protium",气,84.1,5,,6511.0,,True,
7375,矔,guàn,,,,,,,,,目,109.18,22,,,,True,
7376,緒,xù,,,,,,,,end of thread; thread,糸,120.8,14,,,,True,
7377,脅,xié,,,,,,,,ribs; armpits; flank; threaten,肉,130.6,10,,,,True,
7378,臒,wò,,,,,,,,,肉,130.14,17,,,,True,
7379,苿,wèi,,,,,,,,,艸,140.5,8,,,,True,
7380,菢,bào,,,,,,,,to incubate; to brood; to hatch,艸,140.8,11,,,,True,
7381,蔂,léi,,,,,,,,"basket, hod",艸,140.11,14,,,虆,False,虆
7382,藞,lǎ,,,,,,,,,艸,140.15,18,,,,True,
7383,袩,zhé,,,,,,,,,衣,145.5,10,,,,True,
7384,貞,zhēn,,,,,,,,"virtuous, chaste, pure; loyal",貝,154.2,9,,,,True,
7385,賣,mài,,,,,,,,sell; betray; show off,貝,154.8,15,,,,True,
7386,跍,kū,,,,,,,,,足,157.5,12,,,,True,
7387,跓,zhù,,,,,,,,,足,157.5,12,,,,True,
7388,蹤,zōng,,,,,,,,"footprints, traces, tracks",足,157.11,18,,,,True,
7389,軍,jūn,,,,,,,,"army, military; soldiers, troops",車,159.2,9,,,,True,
7390,邿,shī,,,,,,,,a state in Shandong province,邑,163.6,8,,6650.0,,True,
7391,鄰,lín,,,,,,,,neighbor; neighborhood,邑,163.12,14,,,,True,
7392,醿,mí,,,,,,,,,酉,164.17,24,,,,True,
7393,鈨,yuan,,,,,,,,,金,167.4,12,,,,True,
7394,鋼,gāng,,,,,,,,"steel; hard, strong, tough",金,167.8,16,,,,True,
7395,駵,liú,,,,,,,,,馬,187.7,17,,,,True,
7396,駸,qīn,,,,,,,,galloping; speeding,馬,187.7,17,,,,True,
7397,鰪,é,,,,,,,,,魚,195.1,21,,,,True,
7398,鱾,jǐ,,,,,,,,name of fish,魚,195.3,11,,7214.0,魢,False,魢
7399,䝼,jìng,,,,,,,,"to bestow, to confer upon; to grant to",貝,154.8,15,,,,True,
7400,賨,cóng,,,,,,,,tribute paid in cloth by the tribes in Szechwan and Yunnan under the Han dynasty,貝,154.8,15,,,,True,
7401,艞,yào,,,,,,,,,舟,137.12,18,,,,True,
7402,鹟,wēng,,,,,,,,,鳥,196.1,15,,7798.0,鶲,False,鶲
7403,钁,jué,,,,,,,,a mattock; a billhook,金,167.2,28,,,,True,
7404,鞓,tīng,,,,,,,,,革,177.7,16,,,,True,
7405,鰉,huáng,,,,,,,,sturgeon,魚,195.9,20,,,,True,
7406,監,jiān,,,,,,,,"supervise, control, direct",皿,108.9,14,,,,True,
7407,穊,jì,,,,,,,,plough deep; sown slowly,禾,115.11,14,,,,True,
7408,蕡,fén,,,,,,,,hemp seeds; plant with abundant,艸,140.12,15,,,,True,
7409,鑨,lóng,,,,,,,,,金,167.16,24,,,,True,
7410,楱,zòu,,,,,,,,,木,75.9,13,,,,True,
7411,靹,nà,,,,,,,,,革,177.4,13,,,,True,
7412,鷃,yàn,,,,,,,,quail,鳥,196.1,21,,,,True,
7413,鼱,jīng,,,,,,,,,鼠,208.8,21,,8081.0,,True,
7414,眫,mǐ,,,,,,,,,目,109.5,10,,,,True,
7415,艆,láng,,,,,,,,,舟,137.7,13,,,,True,
7416,褯,jiè,,,,,,,,,衣,145.1,15,,7826.0,,True,
7417,剞,jī,,,,,,,,carving or engraving knife; grave,刀,18.8,10,,4482.0,,True,
7418,蔟,cù,,,,,,,,frame on which silkworms spin,艸,140.11,14,,5651.0,,True,
7419,靿,yào,,,,,,,,the leg of a boot,革,177.5,14,,5648.0,,True,
7420,飭,chì,,,,,,,,order; command; give command,食,184.4,12,,,,True,
7421,瘼,mò,,,,,,,,sickness; distress,疒,104.11,15,,5983.0,,True,
7422,酴,tú,,,,,,,,"leaven, yeast; wine",酉,164.7,14,,7658.0,,True,
7423,鼢,fén,,,,,,,,a variety of mole,鼠,208.4,17,,6260.0,,True,
7424,睆,huàn,,,,,,,,bright,目,109.7,12,,,,True,
7425,硁,kēng,,,,,,,,the sound of stones knocking together,石,112.5,10,,6972.0,硜,False,硜
7426,秬,jù,,,,,,,,black millet,禾,115.5,9,,6853.0,,True,
7427,穪,chēng,,,,,,,,to praise,禾,115.14,19,,,,True,
7428,筦,guǎn,,,,,,,,a key; to be in charge; a pipe,竹,118.7,13,,7545.0,,True,
7429,粡,tóng,,,,,,,,,米,119.6,12,,,,True,
7430,粣,cè,,,,,,,,,米,119.5,11,,,,True,
7431,綖,yán,,,,,,,,the hanging flap in the front of a hat,糸,120.7,12,,,,True,
7432,裏,lǐ,,,,,,,,"inside, interior, within",衣,145.7,13,,,,True,
7433,刭,jǐng,,,,,,,,cut throat,刀,18.5,7,,3818.0,剄,False,剄
7434,跼,jú,,,,,,,,"bent, stooped, crouched; contract",足,157.7,14,,,,True,
7435,蒇,chǎn,,,,,,,,"finish, complete; solve; complete",艸,140.9,12,,7307.0,蕆,False,蕆
7436,挢,jiǎo,,,,,,,,correct,手,64.6,9,,,撟,False,撟
7437,邆,téng,,,,,,,,,辵,162.12,15,,,,True,
7438,彡,shān,,,,,,,,hair; KangXi radical 59,彡,59.0,3,,,,True,
7439,猃,xiǎn,,,,,,,,dog,犬,94.7,10,,4604.0,獫,False,獫
7440,闉,yīn,,,,,,,,"curved, bent; a curved wall",門,169.9,17,,,,True,
7441,阓,huì,,,,,,,,gate of a market,門,169.9,12,,,闠,False,闠
7442,阛,huán,,,,,,,,wall around market place,門,169.13,16,,,闤,False,闤
7443,靺,mò,,,,,,,,stocking; the Tungusic tribe,革,177.5,14,,5645.0,,True,
7444,鞨,hé,,,,,,,,tribe,革,177.9,18,,6316.0,,True,
7445,铥,diū,,,,,,,,thulium,金,167.6,11,,7185.0,銩,False,銩
7446,瘅,dān,,,,,,,,to hate bitterly; drought; dry,疒,104.8,13,,7573.0,癉,False,癉
7447,駰,yīn,,,,,,,,grey horse,馬,187.6,16,,,,True,
7448,騻,shuāng,,,,,,,,horse,馬,187.11,21,,,,True,
7449,箅,bì,,,,,,,,,竹,118.8,14,,5748.0,,True,
7450,箢,yuān,,,,,,,,,竹,118.8,14,,5752.0,,True,
7451,觖,jué,,,,,,,,to long for; dissatisfied to criticize,角,148.4,11,,7218.0,,True,
7452,麆,zhù,,,,,,,,,鹿,198.5,16,,,,True,
7453,齮,yǐ,,,,,,,,bite,齒,211.8,23,,,,True,
7454,糀,hua,,,,,,,,,米,119.7,13,,,,True,
7455,虯,qiú,,,,,,,,young dragon,虫,142.2,8,,,,True,
7456,瘊,hóu,,,,,,,,"warts, pimples",疒,104.9,14,,5782.0,,True,
7457,絛,tāo,,,,,,,,"silk braid, sash",糸,120.7,12,,,,True,
7458,聴,tīng,,,,,,,,"hear, listen; understand; obey",耳,128.12,17,,,,True,
7459,蘭,lán,,,,,,,,"orchid; elegant, graceful",艸,140.17,20,,,,True,
7460,讬,tuō,,,,,,,,"entrust, rely on; commission",言,149.3,5,,,託,False,託
7461,揲,dié,,,,,,,,to sort out the stalks used in divination; to fold,手,64.9,12,,,,True,
7462,镮,huán,,,,,,,,metal ring; measure of currency,金,167.13,18,,8003.0,鐶,False,鐶
7463,钷,pǒ,,,,,,,,promethium,金,167.5,10,,7005.0,鉕,False,鉕
7464,睪,yì,,,,,,,,spy on,目,109.8,13,,,,True,
7465,砲,pào,,,,,,,,"gun, cannon",石,112.5,10,,,,True,
7466,稅,shuì,,,,,,,,"taxes, revenue, duty; tax",禾,115.7,12,,,,True,
7467,翫,wán,,,,,,,,"careless, play; a legendary archer",羽,124.9,15,,,,True,
7468,荅,dā,,,,,,,,answer: small bean; thick,艸,140.6,9,,,,True,
7469,菉,lù,,,,,,,,the green bamboo; greenish bamboo,艸,140.8,11,,7133.0,,True,
7470,袚,bō,,,,,,,,greave; knee-pads; buskins,衣,145.5,10,,,,True,
7471,褋,dié,,,,,,,,,衣,145.9,14,,,,True,
7472,贠,yuán,,,,,,,,"member; personnel, staff member",貝,154.2,6,,,貟,False,貟
7473,跡,jī,,,,,,,,"search, track, trace",足,157.6,13,,,,True,
7474,踦,yǐ,,,,,,,,the shin; to pierce; to touch,足,157.8,15,,7770.0,,True,
7475,遯,dùn,,,,,,,,"deceive, hide, conceal; flee",辵,162.11,14,,,,True,
7476,鉅,jù,,,,,,,,"steel, iron; great",金,167.5,12,,,,True,
7477,鎌,lián,,,,,,,,sickle,金,167.1,18,,,,True,
7478,靉,ài,,,,,,,,"cloudy sky; dark, obscure",雨,173.17,25,,,,True,
7479,韲,jī,,,,,,,,"break or smash into pieces, pulverize",韭,179.1,19,,,,True,
7480,餖,dòu,,,,,,,,food item set out for show only,食,184.7,15,,,,True,
7481,鶺,jí,,,,,,,,wagtail,鳥,196.1,21,,,,True,
7482,麕,jūn,,,,,,,,"muntjac deer, hornless river deer",鹿,198.8,19,,,,True,
7483,瞼,jiǎn,,,,,,,,eyelid,目,109.13,18,,,,True,
7484,菵,wǎng,,,,,,,,,艸,140.8,11,,,,True,
7485,蟭,jiāo,,,,,,,,very small bug,虫,142.12,18,,,,True,
7486,錏,yā,,,,,,,,soft steel; ammonium,金,167.8,16,,,,True,
7487,踐,jiàn,,,,,,,,"trample, tread upon, walk on",足,157.8,15,,,,True,
7488,輾,zhǎn,,,,,,,,"turn over, roll",車,159.1,17,,,,True,
7489,銷,xiāo,,,,,,,,"melt, fuse; market, sell; to pass time, finish, cancel",金,167.7,15,,,,True,
7490,閣,gé,,,,,,,,"chamber, pavilion; cabinet",門,169.6,14,,,,True,
7491,頁,yè,,,,,,,,"page, sheet, leaf; rad. no. 181",頁,181.0,9,,,,True,
7492,驟,zhòu,,,,,,,,procedure; gallop; sudden(ly),馬,187.14,24,,,,True,
7493,碼,mǎ,,,,,,,,"number, numerals; yard; symbol",石,112.1,15,,,,True,
7494,禎,zhēn,,,,,,,,"lucky, auspicious, good omen",示,113.9,13,,,,True,
7495,禦,yù,,,,,,,,"defend, resist, hold out against",示,113.11,17,,,,True,
7496,稖,bàng,,,,,,,,,禾,115.8,13,,,,True,
7497,稟,bǐng,,,,,,,,"report to, petition",禾,115.8,13,,,,True,
7498,竇,dòu,,,,,,,,"surname; hole, burrow; corrupt",穴,116.15,20,,,,True,
7499,笇,suàn,,,,,,,,,竹,118.4,10,,,,True,
7500,篂,xīng,,,,,,,,,竹,118.9,15,,,,True,
7501,緛,ruǎn,,,,,,,,,糸,120.9,15,,,,True,
7502,編,biān,,,,,,,,"knit, weave; arrange; compile",糸,120.9,15,,,,True,
7503,縿,shān,,,,,,,,streamer,糸,120.11,17,,,,True,
7504,舊,jiù,,,,,,,,"old, ancient; former, past",臼,134.12,17,,,,True,
7505,蓴,chún,,,,,,,,"edible water plant, bracenia",艸,140.11,14,,,,True,
7506,蕚,è,,,,,,,,the calyx of a flower; younger brother,艸,140.12,15,,,,True,
7507,蘆,lú,,,,,,,,"rushes, reeds",艸,140.16,19,,,,True,
7508,蝿,yíng,,,,,,,,flies,虫,142.9,15,,,,True,
7509,袃,chài,,,,,,,,,衣,145.4,10,,,,True,
7510,親,qīn,,,,,,,,"relatives, parents; intimate",見,147.9,16,,,,True,
7511,訴,sù,,,,,,,,accuse; sue; inform; narrate,言,149.5,12,,,,True,
7512,讕,lán,,,,,,,,"accuse falsely; slander, libel",言,149.17,24,,,,True,
7513,讚,zàn,,,,,,,,"praise, commend, eulogize",言,149.19,26,,,,True,
7514,財,cái,,,,,,,,"wealth, valuables, riches",貝,154.3,10,,,,True,
7515,贏,yíng,,,,,,,,"win; surplus, gain, profit",貝,154.13,20,,,,True,
7516,軅,yan,,,,,,,,,身,158.12,19,,,,True,
7517,軓,fàn,,,,,,,,,車,159.3,10,,,,True,
7518,釙,pò,,,,,,,,polonium,金,167.2,10,,,,True,
7519,鉄,zhí,,,,,,,,"iron; strong, solid, firm",金,167.5,13,,,,True,
7520,錆,qiāng,,,,,,,,the color of a mineral,金,167.8,16,,,,True,
7521,閶,chāng,,,,,,,,gate of heaven; main gate of palace,門,169.8,16,,,,True,
7522,鯕,qí,,,,,,,,coryphaena hippurus,魚,195.8,19,,,,True,
7523,鶕,ān,,,,,,,,,鳥,196.9,20,,,,True,
7524,麨,chǎo,,,,,,,,,麥,199.4,15,,,,True,
7525,䜩,yàn,,,,,,,,(simplified form of,,,23,,,讌,False,讌
7526,䴗,jú,,,,,,,,a shrike,,,20,,7668.0,鶪,False,鶪
7527,脭,chéng,,,,,,,,,肉,130.7,11,,,,True,
7528,鲯,qí,,,,,,,,coryphaena hippurus,魚,195.8,16,,7886.0,鯕,False,鯕
7529,鐏,zūn,,,,,,,,cap,金,167.12,20,,,,True,
7530,魾,pī,,,,,,,,,魚,195.5,16,,,,True,
7531,眎,shì,,,,,,,,"look at, inspect, observe, see",目,109.5,10,,,,True,
7532,睞,lài,,,,,,,,squint at; sidelong glance,目,109.8,13,,,,True,
7533,窋,zhú,,,,,,,,,穴,116.5,10,,,,True,
7534,籠,lóng,,,,,,,,cage; cage-like basket,竹,118.16,22,,,,True,
7535,綠,lǜ,,,,,,,,green; chlorine,糸,120.8,14,,,,True,
7536,縡,zài,,,,,,,,"matter, affair",糸,120.1,16,,,,True,
7537,縫,fèng,,,,,,,,"sew, mend",糸,120.11,16,,,,True,
7538,肅,sù,,,,,,,,pay respects; reverently,聿,129.7,13,,,,True,
7539,鉏,chú,,,,,,,,"hoe; eradicate, eliminate",金,167.5,13,,,,True,
7540,謦,qìng,,,,,,,,to speak softly,言,149.11,18,,,,True,
7541,麹,qū,,,,,,,,"yeast, leaven; surname",麥,199.8,15,,7748.0,麴,False,麴
7542,蔔,bó,,,,,,,,radish; other root vegetables,艸,140.11,14,,,,True,
